id,bucket,source,disposition,category,headword,pos,ua,definitionUa,rationale,confidence,reviewer_agree
SB-0328,d_clean,clean-pool,clean,,declaration,n.,декларація,"Емфатичний або формальний акт висловлювання, розповіді або ствердження чогось, усним або письмовим; рішуче твердження чи проголошення.",,medium,
SB-0335,d_clean,clean-pool,clean,,defensive,adj.,оборонний,"Що стосується захисту, на відміну від нападу.",,medium,
SB-0337,d_clean,clean-pool,clean,,deficit,n.,дефіцит,"Ситуація, коли або сума, за якої витрати перевищують (наприклад, державні) доходи.",,medium,
SB-0338,d_clean,clean-pool,clean,,defy,v.,кинути виклик,Відмовлятися підкорятися.,,medium,
SB-0339,d_clean,clean-pool,clean,,delegate,n.,делегат,"Особа, уповноважена діяти як представник іншої особи; депутат.",,medium,
SB-0341,d_clean,clean-pool,clean,,delicate,adj.,делікатний,Легко пошкоджується або потребує обережного поводження.,,medium,
SB-0342,d_clean,clean-pool,clean,,demon,n.,демон,Злий надприродний дух.,,medium,
SB-0344,d_clean,clean-pool,clean,,denounce,v.,засуджувати,Публічно та рішуче засуджувати когось або щось.,,medium,
SB-0345,d_clean,clean-pool,clean,,dense,adj.,щільний,Має відносно високу щільність.,,medium,
SB-0346,d_clean,clean-pool,clean,,density,n.,щільність,"Міра маси речовини, що міститься в одиниці об’єму.",,medium,
SB-0347,d_clean,clean-pool,clean,,dependence,n.,залежність,"Стан залежності, покладання на іншого.",,medium,
SB-0348,d_clean,clean-pool,clean,,depict,v.,зображувати,"Відобразити щось, використовуючи слова, звуки, зображення чи інші засоби.",,medium,
SB-0352,d_clean,clean-pool,clean,,deprive,v.,позбавляти,"Вживається з «від», щоб забрати щось у (когось) і тримати подалі; відмовляти комусь у чомусь.",,medium,
SB-0353,d_clean,clean-pool,clean,,deputy,n.,заступник,"Той, кого призначають на заміну інших і мають право діяти за них від їхнього імені або від їхнього імені; заступник на посаді.",,medium,
SB-0358,d_clean,clean-pool,clean,,desktop,n.,робочий стіл,"Основний графічний інтерфейс користувача операційної системи, зазвичай відображає значки, вікна та фонові шпалери.",,medium,
